qkey,attribute,group,input_prompt,output_token,output_dist,ordinal,question
Q4,commuter_profile,"Workers age 55 or older, with high earnings, living in Manhattan and working in Manhattan.","Question: What is the commuter profile of this respondent?
A. Workers age 55 or older, with high earnings, living in Manhattan and working in Manhattan.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: I am satisfied with my current commuting options.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' B', ' C', ' A', ' E', ' D', ' E', ' B', ' B', ' A', ' B', ' A', ' D', ' C', ' D', ' D', ' C', ' B', ' C', ' A', ' D', ' B', ' B', ' E', ' C', ' E', ' E', ' D', ' B', ' B', ' B', ' D', ' C', ' B', ' A', ' C', ' C', ' A', ' B', ' B', ' C', ' C', ' C', ' E', ' B', ' A', ' B', ' B', ' C', ' C', ' B', ' A', ' D', ' C', ' C', ' D', ' E', ' A', ' B', ' C', ' D', ' C', ' C', ' B', ' B', ' E', ' E', ' C', ' C', ' A', ' C', ' B', ' C', ' B', ' C', ' E', ' B', ' C', ' B', ' C', ' E', ' C', ' E', ' C', ' C', ' D', ' C', ' D', ' B', ' A', ' C', ' A', ' B', ' C', ' D', ' E', ' D', ' C', ' C', ' C', ' B']","[0.14010340276021968, 0.19300058908025375, 0.298925160021733, 0.20544805764381283, 0.16252279049398083, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",I am satisfied with my current commuting options.
Q1,commuter_profile,"Workers age 30 to 54, with high earnings, living in Bronx and working in Manhattan.","Question: What is the commuter profile of this respondent?
A. Workers age 30 to 54, with high earnings, living in Bronx and working in Manhattan.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: Traffic congestion is a major problem in NYC.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' A', ' C', ' E', ' B', ' C', ' C', ' D', ' D', ' C', ' E', ' D', ' B', ' C', ' D', ' D', ' B', ' D', ' C', ' D', ' A', ' B', ' A', ' C', ' B', ' B', ' B', ' E', ' D', ' C', ' C', ' B', ' E', ' E', ' C', ' B', ' E', ' B', ' A', ' C', ' C', ' E', ' B', ' A', ' C', ' A', ' D', ' C', ' E', ' E', ' B', ' D', ' C', ' E', ' A', ' C', ' E', ' A', ' B', ' B', ' C', ' E', ' B', ' D', ' B', ' E', ' B', ' A', ' E', ' A', ' D', ' B', ' C', ' B', ' D', ' D', ' D', ' A', ' E', ' B', ' C', ' D', ' D', ' C', ' C', ' B', ' E', ' C', ' D', ' E', ' D', ' B', ' C', ' B', ' B', ' E', ' D', ' B', ' C', ' C', ' D']","[0.14274859379928753, 0.2044779197343954, 0.2646140892703106, 0.21597172529299746, 0.17218767190300888, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",Traffic congestion is a major problem in NYC.
Q2,commuter_profile,"Workers age 30 to 54, with high earnings, living in Bronx and working in Manhattan.","Question: What is the commuter profile of this respondent?
A. Workers age 30 to 54, with high earnings, living in Bronx and working in Manhattan.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: Public transit should be prioritized over road capacity expansion.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' B', ' C', ' C', ' C', ' C', ' C', ' C', ' B', ' A', ' B', ' D', ' A', ' B', ' C', ' C', ' C', ' D', ' E', ' C', ' B', ' E', ' D', ' C', ' D', ' E', ' E', ' B', ' B', ' D', ' B', ' B', ' A', ' D', ' B', ' B', ' C', ' A', ' D', ' A', ' E', ' A', ' A', ' C', ' D', ' C', ' D', ' B', ' D', ' B', ' C', ' D', ' C', ' A', ' D', ' A', ' C', ' B', ' C', ' A', ' E', ' D', ' C', ' B', ' C', ' B', ' C', ' C', ' D', ' A', ' E', ' E', ' C', ' C', ' A', ' B', ' A', ' A', ' D', ' B', ' D', ' D', ' C', ' D', ' C', ' C', ' C', ' C', ' A', ' E', ' B', ' A', ' B', ' D', ' E', ' E', ' A', ' B', ' D', ' A', ' C']","[0.15997751314179487, 0.22560445403522916, 0.27641635523755953, 0.2022305255882655, 0.13577115199715095, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",Public transit should be prioritized over road capacity expansion.
Q4,commuter_profile,"Workers age 30 to 54, with high earnings, living in Bronx and working in Manhattan.","Question: What is the commuter profile of this respondent?
A. Workers age 30 to 54, with high earnings, living in Bronx and working in Manhattan.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: I am satisfied with my current commuting options.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' E', ' C', ' A', ' A', ' B', ' E', ' E', ' C', ' C', ' C', ' E', ' C', ' B', ' C', ' A', ' C', ' A', ' D', ' C', ' E', ' C', ' B', ' E', ' E', ' A', ' E', ' E', ' E', ' C', ' D', ' D', ' B', ' A', ' D', ' E', ' A', ' D', ' C', ' C', ' D', ' C', ' D', ' C', ' C', ' C', ' B', ' E', ' A', ' D', ' A', ' B', ' E', ' D', ' B', ' D', ' B', ' D', ' B', ' C', ' A', ' C', ' B', ' C', ' C', ' D', ' B', ' D', ' A', ' E', ' A', ' C', ' A', ' D', ' B', ' B', ' D', ' D', ' C', ' C', ' D', ' E', ' B', ' A', ' E', ' D', ' D', ' E', ' B', ' D', ' C', ' E', ' D', ' C', ' E', ' D', ' C', ' D', ' B', ' C', ' C']","[0.13273329593297517, 0.21045657160898024, 0.2967913365041911, 0.2023941069624555, 0.157624688991398, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",I am satisfied with my current commuting options.
Q1,commuter_profile,"Workers age 30 to 54, with high earnings, living in Queens and working in Queens.","Question: What is the commuter profile of this respondent?
A. Workers age 30 to 54, with high earnings, living in Queens and working in Queens.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: Traffic congestion is a major problem in NYC.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' C', ' C', ' A', ' D', ' D', ' D', ' C', ' D', ' E', ' D', ' C', ' E', ' B', ' A', ' B', ' C', ' E', ' C', ' D', ' B', ' A', ' E', ' C', ' C', ' D', ' A', ' E', ' B', ' E', ' B', ' C', ' B', ' D', ' A', ' A', ' B', ' A', ' D', ' A', ' B', ' C', ' A', ' E', ' B', ' C', ' B', ' B', ' D', ' D', ' D', ' E', ' E', ' C', ' A', ' B', ' E', ' E', ' C', ' A', ' B', ' D', ' B', ' B', ' C', ' D', ' D', ' C', ' C', ' C', ' C', ' E', ' A', ' C', ' B', ' C', ' E', ' D', ' D', ' C', ' C', ' D', ' C', ' E', ' A', ' C', ' E', ' C', ' D', ' C', ' E', ' B', ' C', ' D', ' E', ' C', ' D', ' D', ' D', ' E', ' C']","[0.144528073958407, 0.19909583110087836, 0.2721317358782105, 0.21527392180838006, 0.16897043725412403, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",Traffic congestion is a major problem in NYC.
Q2,commuter_profile,"Workers age 30 to 54, with high earnings, living in Queens and working in Queens.","Question: What is the commuter profile of this respondent?
A. Workers age 30 to 54, with high earnings, living in Queens and working in Queens.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: Public transit should be prioritized over road capacity expansion.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' B', ' E', ' B', ' B', ' C', ' B', ' B', ' D', ' C', ' A', ' D', ' B', ' D', ' A', ' C', ' C', ' C', ' E', ' D', ' B', ' C', ' A', ' C', ' C', ' A', ' C', ' D', ' A', ' D', ' D', ' A', ' D', ' A', ' A', ' D', ' E', ' C', ' E', ' C', ' E', ' C', ' C', ' E', ' C', ' C', ' E', ' D', ' D', ' B', ' E', ' C', ' B', ' C', ' C', ' A', ' A', ' C', ' C', ' A', ' C', ' B', ' D', ' D', ' A', ' C', ' A', ' A', ' B', ' E', ' D', ' C', ' B', ' D', ' A', ' C', ' A', ' A', ' E', ' B', ' A', ' C', ' E', ' C', ' A', ' C', ' E', ' C', ' C', ' C', ' E', ' D', ' B', ' C', ' C', ' B', ' A', ' B', ' B', ' B', ' D']","[0.1604979238776296, 0.21937465183556792, 0.2883625397730733, 0.19974289352042213, 0.13202199099330697, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",Public transit should be prioritized over road capacity expansion.
Q4,commuter_profile,"Workers age 30 to 54, with high earnings, living in Queens and working in Queens.","Question: What is the commuter profile of this respondent?
A. Workers age 30 to 54, with high earnings, living in Queens and working in Queens.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: I am satisfied with my current commuting options.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' D', ' B', ' B', ' D', ' A', ' C', ' C', ' C', ' B', ' C', ' C', ' E', ' A', ' E', ' B', ' D', ' C', ' D', ' B', ' B', ' A', ' D', ' C', ' B', ' B', ' A', ' B', ' C', ' C', ' D', ' A', ' D', ' E', ' D', ' D', ' E', ' A', ' C', ' A', ' D', ' C', ' A', ' C', ' D', ' C', ' A', ' E', ' A', ' D', ' E', ' D', ' E', ' C', ' B', ' C', ' D', ' D', ' C', ' E', ' A', ' C', ' A', ' C', ' E', ' A', ' E', ' E', ' D', ' A', ' C', ' D', ' A', ' B', ' A', ' D', ' E', ' E', ' D', ' C', ' A', ' C', ' D', ' D', ' A', ' A', ' A', ' E', ' A', ' C', ' C', ' E', ' B', ' B', ' D', ' A', ' B', ' A', ' E', ' B', ' C']","[0.13124481715882136, 0.20487026238479808, 0.3075466897722591, 0.20169404336619684, 0.15464418731792448, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",I am satisfied with my current commuting options.
Q1,commuter_profile,"Workers age 29 or younger, with high earnings, living in NY_outside_NYC and working in Manhattan.","Question: What is the commuter profile of this respondent?
A. Workers age 29 or younger, with high earnings, living in NY_outside_NYC and working in Manhattan.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: Traffic congestion is a major problem in NYC.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' D', ' A', ' E', ' D', ' B', ' C', ' A', ' B', ' D', ' D', ' B', ' D', ' C', ' C', ' E', ' B', ' B', ' C', ' E', ' C', ' E', ' B', ' D', ' E', ' C', ' B', ' A', ' B', ' B', ' C', ' E', ' B', ' E', ' B', ' C', ' D', ' E', ' E', ' E', ' A', ' E', ' A', ' C', ' C', ' C', ' A', ' C', ' D', ' D', ' A', ' D', ' B', ' C', ' B', ' D', ' C', ' E', ' A', ' C', ' E', ' A', ' A', ' D', ' E', ' A', ' B', ' D', ' C', ' E', ' A', ' A', ' B', ' C', ' B', ' C', ' A', ' C', ' B', ' B', ' B', ' B', ' B', ' E', ' D', ' E', ' C', ' A', ' D', ' D', ' E', ' A', ' A', ' D', ' B', ' A', ' A', ' D', ' C', ' E', ' D']","[0.14036866128512257, 0.1918612119962789, 0.26637291323651835, 0.2225628995932289, 0.1788343138888513, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",Traffic congestion is a major problem in NYC.
Q2,commuter_profile,"Workers age 29 or younger, with high earnings, living in NY_outside_NYC and working in Manhattan.","Question: What is the commuter profile of this respondent?
A. Workers age 29 or younger, with high earnings, living in NY_outside_NYC and working in Manhattan.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: Public transit should be prioritized over road capacity expansion.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' A', ' B', ' B', ' B', ' D', ' B', ' B', ' B', ' E', ' C', ' B', ' C', ' D', ' C', ' D', ' C', ' B', ' E', ' A', ' E', ' B', ' D', ' C', ' A', ' A', ' A', ' A', ' B', ' B', ' B', ' D', ' C', ' B', ' A', ' D', ' C', ' E', ' A', ' B', ' E', ' B', ' E', ' E', ' C', ' D', ' B', ' D', ' C', ' C', ' A', ' D', ' C', ' C', ' E', ' E', ' D', ' A', ' E', ' A', ' D', ' D', ' C', ' C', ' B', ' C', ' B', ' D', ' C', ' D', ' D', ' C', ' C', ' A', ' C', ' C', ' C', ' E', ' B', ' C', ' C', ' B', ' D', ' B', ' B', ' D', ' B', ' E', ' B', ' B', ' A', ' C', ' C', ' D', ' E', ' A', ' C', ' D', ' B', ' E', ' C']","[0.15375825202618443, 0.19742950362710024, 0.28060390297476306, 0.2168338900919942, 0.1513744512799582, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",Public transit should be prioritized over road capacity expansion.
Q4,commuter_profile,"Workers age 29 or younger, with high earnings, living in NY_outside_NYC and working in Manhattan.","Question: What is the commuter profile of this respondent?
A. Workers age 29 or younger, with high earnings, living in NY_outside_NYC and working in Manhattan.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: I am satisfied with my current commuting options.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' B', ' C', ' D', ' E', ' C', ' C', ' C', ' C', ' E', ' E', ' E', ' E', ' A', ' B', ' E', ' C', ' B', ' C', ' E', ' B', ' C', ' B', ' E', ' B', ' B', ' A', ' A', ' A', ' A', ' C', ' B', ' C', ' C', ' B', ' D', ' B', ' C', ' C', ' D', ' C', ' B', ' E', ' D', ' C', ' D', ' C', ' A', ' B', ' D', ' A', ' A', ' B', ' C', ' A', ' E', ' E', ' D', ' E', ' E', ' E', ' C', ' B', ' C', ' D', ' E', ' D', ' A', ' B', ' C', ' B', ' C', ' D', ' C', ' D', ' E', ' C', ' C', ' E', ' C', ' D', ' D', ' C', ' B', ' C', ' B', ' C', ' A', ' E', ' E', ' A', ' B', ' B', ' B', ' B', ' C', ' C', ' B', ' A', ' D', ' B']","[0.1416495751499266, 0.1891269962001259, 0.2906460567288226, 0.20771536955765293, 0.1708620023634719, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",I am satisfied with my current commuting options.
Q1,commuter_profile,"Workers age 55 or older, with high earnings, living in Brooklyn and working in Manhattan.","Question: What is the commuter profile of this respondent?
A. Workers age 55 or older, with high earnings, living in Brooklyn and working in Manhattan.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: Traffic congestion is a major problem in NYC.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' C', ' C', ' C', ' C', ' E', ' B', ' C', ' D', ' D', ' E', ' B', ' C', ' B', ' A', ' A', ' C', ' B', ' C', ' E', ' E', ' D', ' B', ' C', ' E', ' B', ' E', ' B', ' C', ' C', ' E', ' D', ' E', ' C', ' C', ' E', ' C', ' D', ' A', ' A', ' C', ' B', ' B', ' D', ' E', ' B', ' A', ' B', ' B', ' D', ' C', ' E', ' A', ' C', ' A', ' E', ' C', ' B', ' C', ' E', ' A', ' B', ' E', ' C', ' A', ' E', ' E', ' C', ' B', ' A', ' D', ' D', ' D', ' D', ' C', ' B', ' C', ' D', ' C', ' C', ' C', ' D', ' E', ' B', ' E', ' D', ' C', ' B', ' D', ' C', ' C', ' E', ' E', ' D', ' C', ' B', ' A', ' D', ' B', ' D', ' B']","[0.1479389162693936, 0.18847906894800107, 0.26788277032672875, 0.21863954501920269, 0.17705969943667393, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",Traffic congestion is a major problem in NYC.
Q2,commuter_profile,"Workers age 55 or older, with high earnings, living in Brooklyn and working in Manhattan.","Question: What is the commuter profile of this respondent?
A. Workers age 55 or older, with high earnings, living in Brooklyn and working in Manhattan.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: Public transit should be prioritized over road capacity expansion.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' A', ' C', ' C', ' E', ' D', ' D', ' D', ' A', ' E', ' C', ' C', ' A', ' B', ' D', ' A', ' A', ' B', ' B', ' C', ' C', ' B', ' A', ' B', ' B', ' C', ' C', ' D', ' C', ' C', ' C', ' E', ' D', ' A', ' B', ' E', ' E', ' B', ' B', ' A', ' A', ' A', ' E', ' E', ' B', ' A', ' E', ' C', ' E', ' B', ' D', ' D', ' D', ' D', ' D', ' C', ' E', ' A', ' C', ' B', ' C', ' D', ' A', ' C', ' C', ' C', ' C', ' D', ' C', ' C', ' B', ' E', ' D', ' D', ' A', ' C', ' D', ' B', ' C', ' C', ' A', ' D', ' E', ' B', ' B', ' B', ' D', ' B', ' D', ' E', ' A', ' D', ' D', ' C', ' C', ' B', ' A', ' E', ' B', ' E', ' D']","[0.16185081747666594, 0.20945052023159394, 0.2840570309452538, 0.20620329089693346, 0.13843834044955272, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",Public transit should be prioritized over road capacity expansion.
Q4,commuter_profile,"Workers age 55 or older, with high earnings, living in Brooklyn and working in Manhattan.","Question: What is the commuter profile of this respondent?
A. Workers age 55 or older, with high earnings, living in Brooklyn and working in Manhattan.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: I am satisfied with my current commuting options.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' C', ' E', ' A', ' C', ' A', ' D', ' B', ' B', ' D', ' A', ' B', ' B', ' D', ' C', ' C', ' E', ' B', ' C', ' B', ' D', ' A', ' D', ' C', ' C', ' B', ' E', ' B', ' C', ' E', ' C', ' B', ' B', ' E', ' D', ' C', ' C', ' E', ' A', ' C', ' D', ' D', ' C', ' D', ' C', ' C', ' C', ' E', ' B', ' B', ' B', ' B', ' C', ' C', ' A', ' B', ' E', ' B', ' D', ' C', ' B', ' E', ' C', ' B', ' C', ' B', ' D', ' A', ' C', ' C', ' D', ' A', ' A', ' C', ' C', ' C', ' A', ' B', ' D', ' C', ' E', ' A', ' C', ' C', ' C', ' A', ' C', ' B', ' B', ' D', ' A', ' A', ' E', ' E', ' D', ' C', ' D', ' A', ' B', ' C', ' A']","[0.13567683754580484, 0.19740863379169446, 0.30337308860479856, 0.20367505649798534, 0.15986638355971694, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",I am satisfied with my current commuting options.
Q1,commuter_profile,"Workers age 29 or younger, with high earnings, living in Queens and working in Manhattan.","Question: What is the commuter profile of this respondent?
A. Workers age 29 or younger, with high earnings, living in Queens and working in Manhattan.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: Traffic congestion is a major problem in NYC.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' D', ' E', ' A', ' A', ' E', ' B', ' B', ' C', ' C', ' D', ' D', ' C', ' D', ' B', ' C', ' E', ' D', ' D', ' A', ' E', ' A', ' D', ' A', ' C', ' D', ' C', ' A', ' B', ' C', ' B', ' A', ' A', ' D', ' C', ' C', ' A', ' D', ' E', ' D', ' C', ' D', ' D', ' A', ' C', ' D', ' B', ' B', ' B', ' C', ' B', ' E', ' E', ' C', ' B', ' E', ' E', ' A', ' D', ' A', ' E', ' C', ' E', ' D', ' A', ' C', ' E', ' C', ' D', ' C', ' D', ' B', ' B', ' A', ' E', ' D', ' E', ' D', ' B', ' A', ' E', ' E', ' E', ' C', ' C', ' D', ' B', ' B', ' B', ' C', ' C', ' E', ' E', ' A', ' B', ' C', ' E', ' E', ' C', ' E', ' A']","[0.1543478424064002, 0.1997409490582608, 0.24664714987512493, 0.2159714606365254, 0.18329259802368875, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",Traffic congestion is a major problem in NYC.
Q2,commuter_profile,"Workers age 29 or younger, with high earnings, living in Queens and working in Manhattan.","Question: What is the commuter profile of this respondent?
A. Workers age 29 or younger, with high earnings, living in Queens and working in Manhattan.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: Public transit should be prioritized over road capacity expansion.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' B', ' C', ' A', ' E', ' B', ' C', ' D', ' E', ' C', ' D', ' C', ' D', ' B', ' D', ' C', ' C', ' C', ' A', ' C', ' C', ' C', ' C', ' E', ' D', ' D', ' B', ' C', ' E', ' B', ' A', ' C', ' A', ' D', ' D', ' B', ' E', ' C', ' B', ' E', ' A', ' B', ' C', ' E', ' B', ' C', ' B', ' B', ' B', ' D', ' D', ' D', ' A', ' C', ' A', ' D', ' B', ' E', ' D', ' E', ' B', ' E', ' D', ' A', ' E', ' A', ' E', ' B', ' B', ' C', ' A', ' D', ' D', ' A', ' D', ' C', ' C', ' C', ' D', ' E', ' C', ' B', ' D', ' C', ' C', ' B', ' C', ' B', ' D', ' C', ' D', ' B', ' B', ' D', ' B', ' C', ' A', ' D', ' C', ' A', ' C']","[0.16574971815146497, 0.2144960725951815, 0.26280608179071063, 0.20952727642520444, 0.14742085103743832, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",Public transit should be prioritized over road capacity expansion.
Q4,commuter_profile,"Workers age 29 or younger, with high earnings, living in Queens and working in Manhattan.","Question: What is the commuter profile of this respondent?
A. Workers age 29 or younger, with high earnings, living in Queens and working in Manhattan.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: I am satisfied with my current commuting options.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' D', ' A', ' E', ' B', ' A', ' A', ' C', ' C', ' D', ' D', ' A', ' E', ' A', ' D', ' C', ' C', ' D', ' B', ' A', ' E', ' B', ' B', ' A', ' C', ' B', ' C', ' E', ' C', ' C', ' D', ' D', ' B', ' E', ' D', ' B', ' C', ' D', ' C', ' D', ' C', ' C', ' D', ' B', ' D', ' D', ' D', ' E', ' D', ' C', ' A', ' A', ' A', ' B', ' D', ' E', ' D', ' E', ' C', ' D', ' D', ' E', ' A', ' D', ' B', ' B', ' D', ' C', ' D', ' B', ' C', ' D', ' D', ' C', ' C', ' D', ' D', ' D', ' D', ' A', ' E', ' B', ' D', ' B', ' D', ' B', ' C', ' B', ' B', ' B', ' C', ' B', ' C', ' E', ' B', ' A', ' E', ' A', ' B', ' A', ' D']","[0.14194401743204457, 0.20492011831255894, 0.2867347970387812, 0.20174312634944103, 0.1646579408671742, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",I am satisfied with my current commuting options.
Q1,commuter_profile,"Workers age 30 to 54, with mid earnings, living in Queens and working in Queens.","Question: What is the commuter profile of this respondent?
A. Workers age 30 to 54, with mid earnings, living in Queens and working in Queens.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: Traffic congestion is a major problem in NYC.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' B', ' B', ' D', ' C', ' B', ' B', ' C', ' B', ' D', ' A', ' C', ' B', ' D', ' D', ' C', ' E', ' A', ' D', ' B', ' B', ' C', ' A', ' A', ' B', ' C', ' D', ' D', ' B', ' D', ' E', ' E', ' B', ' C', ' B', ' C', ' C', ' C', ' B', ' E', ' A', ' E', ' D', ' D', ' D', ' E', ' C', ' E', ' E', ' A', ' C', ' A', ' D', ' A', ' E', ' B', ' C', ' A', ' C', ' D', ' E', ' A', ' B', ' C', ' B', ' B', ' C', ' D', ' B', ' E', ' A', ' B', ' D', ' B', ' C', ' C', ' B', ' C', ' B', ' C', ' B', ' A', ' D', ' B', ' C', ' A', ' C', ' A', ' C', ' E', ' A', ' B', ' D', ' B', ' E', ' C', ' C', ' B', ' B', ' D', ' B']","[0.13699797323391072, 0.2040578703508553, 0.28110158931385665, 0.218922137880248, 0.1589204292211293, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",Traffic congestion is a major problem in NYC.
Q2,commuter_profile,"Workers age 30 to 54, with mid earnings, living in Queens and working in Queens.","Question: What is the commuter profile of this respondent?
A. Workers age 30 to 54, with mid earnings, living in Queens and working in Queens.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: Public transit should be prioritized over road capacity expansion.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' C', ' B', ' E', ' C', ' C', ' D', ' D', ' D', ' A', ' E', ' A', ' A', ' B', ' C', ' C', ' A', ' B', ' C', ' D', ' A', ' E', ' B', ' E', ' B', ' E', ' E', ' E', ' C', ' E', ' D', ' A', ' C', ' B', ' C', ' C', ' C', ' C', ' A', ' C', ' B', ' D', ' A', ' A', ' C', ' A', ' B', ' D', ' E', ' B', ' A', ' C', ' B', ' B', ' C', ' C', ' B', ' D', ' C', ' C', ' B', ' C', ' C', ' E', ' D', ' E', ' D', ' A', ' B', ' B', ' C', ' D', ' D', ' A', ' A', ' B', ' A', ' C', ' B', ' E', ' C', ' D', ' C', ' C', ' A', ' C', ' E', ' E', ' D', ' D', ' A', ' E', ' E', ' B', ' C', ' B', ' E', ' B', ' E', ' E', ' B']","[0.15638696977974445, 0.22227070062171306, 0.29446083649563204, 0.19924216834203953, 0.12763932476087092, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",Public transit should be prioritized over road capacity expansion.
Q4,commuter_profile,"Workers age 30 to 54, with mid earnings, living in Queens and working in Queens.","Question: What is the commuter profile of this respondent?
A. Workers age 30 to 54, with mid earnings, living in Queens and working in Queens.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: I am satisfied with my current commuting options.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' A', ' C', ' E', ' B', ' D', ' B', ' C', ' E', ' B', ' D', ' A', ' E', ' C', ' A', ' B', ' C', ' D', ' C', ' E', ' A', ' C', ' A', ' D', ' D', ' E', ' A', ' E', ' B', ' B', ' A', ' C', ' D', ' C', ' C', ' D', ' D', ' C', ' C', ' C', ' D', ' C', ' E', ' E', ' B', ' E', ' E', ' C', ' E', ' B', ' C', ' C', ' B', ' D', ' D', ' C', ' B', ' D', ' B', ' B', ' C', ' A', ' B', ' B', ' C', ' E', ' A', ' E', ' C', ' B', ' C', ' D', ' D', ' A', ' E', ' A', ' B', ' B', ' E', ' D', ' C', ' A', ' B', ' B', ' C', ' D', ' A', ' D', ' D', ' A', ' A', ' E', ' E', ' E', ' D', ' C', ' A', ' B', ' D', ' E', ' A']","[0.12981061329105453, 0.2090637161409582, 0.3113994731186277, 0.20263150180694517, 0.14709469564241442, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",I am satisfied with my current commuting options.
